date,price,change,change_percentage
10/30/1959,57.52,0.11,0.19%
11/2/1959,57.41,-0.11,-0.19%
11/4/1959,57.26,-0.15,-0.26%
11/5/1959,57.32,0.06,0.10%
11/6/1959,57.6,0.28,0.49%
11/9/1959,57.5,-0.1,-0.17%
11/10/1959,57.48,-0.02,-0.03%
11/11/1959,57.49,0.01,0.02%
11/12/1959,57.17,-0.32,-0.56%
11/13/1959,56.85,-0.32,-0.56%
11/16/1959,56.22,-0.63,-1.11%
11/17/1959,56.38,0.16,0.28%
11/18/1959,56.99,0.61,1.08%
11/19/1959,56.94,-0.05,-0.09%
11/20/1959,56.97,0.03,0.05%
11/23/1959,57.08,0.11,0.19%
11/24/1959,57.35,0.27,0.47%
11/25/1959,57.44,0.09,0.16%
11/27/1959,57.7,0.26,0.45%
11/30/1959,58.28,0.58,1.01%
12/1/1959,58.7,0.42,0.72%
12/2/1959,58.6,-0.1,-0.17%
12/3/1959,58.73,0.13,0.22%
12/4/1959,58.85,0.12,0.20%
12/7/1959,58.96,0.11,0.19%
12/8/1959,59.34,0.38,0.64%
12/9/1959,58.97,-0.37,-0.62%
12/10/1959,59.02,0.05,0.08%
12/11/1959,58.88,-0.14,-0.24%
12/14/1959,59.04,0.16,0.27%
12/15/1959,58.9,-0.14,-0.24%
12/16/1959,58.97,0.07,0.12%
12/17/1959,58.86,-0.11,-0.19%
12/18/1959,59.14,0.28,0.48%
12/21/1959,59.21,0.07,0.12%
12/22/1959,59.14,-0.07,-0.12%
12/23/1959,58.96,-0.18,-0.30%
12/24/1959,59,0.04,0.07%
12/28/1959,58.98,-0.02,-0.03%
12/29/1959,59.3,0.32,0.54%
12/30/1959,59.77,0.47,0.79%
12/31/1959,59.89,0.12,0.20%
1/4/1960,59.91,0.02,0.03%
1/5/1960,60.39,0.48,0.80%
1/6/1960,60.13,-0.26,-0.43%
1/7/1960,59.69,-0.44,-0.73%
1/8/1960,59.5,-0.19,-0.32%
1/11/1960,58.77,-0.73,-1.23%
1/12/1960,58.41,-0.36,-0.61%
1/13/1960,58.08,-0.33,-0.56%
1/14/1960,58.4,0.32,0.55%
1/15/1960,58.38,-0.02,-0.03%
1/18/1960,57.89,-0.49,-0.84%
1/19/1960,57.27,-0.62,-1.07%
1/20/1960,57.07,-0.2,-0.35%
1/21/1960,57.21,0.14,0.25%
1/22/1960,57.38,0.17,0.30%
1/25/1960,56.78,-0.6,-1.05%
1/26/1960,56.86,0.08,0.14%
1/27/1960,56.72,-0.14,-0.25%
1/28/1960,56.13,-0.59,-1.04%
1/29/1960,55.61,-0.52,-0.93%
2/1/1960,55.96,0.35,0.63%
2/2/1960,56.82,0.86,1.54%
2/3/1960,56.32,-0.5,-0.88%
2/4/1960,56.27,-0.05,-0.09%
2/5/1960,55.98,-0.29,-0.52%
2/8/1960,55.32,-0.66,-1.18%
2/9/1960,55.84,0.52,0.94%
2/10/1960,55.49,-0.35,-0.63%
2/11/1960,55.18,-0.31,-0.56%
2/12/1960,55.46,0.28,0.51%
2/15/1960,55.17,-0.29,-0.52%
2/16/1960,54.73,-0.44,-0.80%
2/17/1960,55.03,0.3,0.55%
2/18/1960,55.8,0.77,1.40%
2/19/1960,56.24,0.44,0.79%
2/23/1960,55.94,-0.3,-0.53%
2/24/1960,55.74,-0.2,-0.36%
2/25/1960,55.93,0.19,0.34%
2/26/1960,56.16,0.23,0.41%
2/29/1960,56.12,-0.04,-0.07%
3/1/1960,56.01,-0.11,-0.20%
3/2/1960,55.62,-0.39,-0.70%
3/3/1960,54.78,-0.84,-1.51%
3/4/1960,54.57,-0.21,-0.38%
3/7/1960,54.02,-0.55,-1.01%
3/8/1960,53.47,-0.55,-1.02%
3/9/1960,54.04,0.57,1.07%
3/10/1960,53.83,-0.21,-0.39%
3/11/1960,54.24,0.41,0.76%
3/14/1960,54.32,0.08,0.15%
3/15/1960,54.74,0.42,0.77%
3/16/1960,55.04,0.3,0.55%
3/17/1960,54.96,-0.08,-0.15%
3/18/1960,55.01,0.05,0.09%
3/21/1960,55.07,0.06,0.11%
3/22/1960,55.29,0.22,0.40%
3/23/1960,55.74,0.45,0.81%
3/24/1960,55.98,0.24,0.43%
3/25/1960,55.98,0,0.00%
3/28/1960,55.86,-0.12,-0.21%
3/29/1960,55.78,-0.08,-0.14%
3/30/1960,55.66,-0.12,-0.22%
3/31/1960,55.34,-0.32,-0.57%
4/1/1960,55.43,0.09,0.16%
4/4/1960,55.54,0.11,0.20%
4/5/1960,55.37,-0.17,-0.31%
4/6/1960,56.51,1.14,2.06%
4/7/1960,56.52,0.01,0.02%
4/8/1960,56.39,-0.13,-0.23%
4/11/1960,56.17,-0.22,-0.39%
4/12/1960,56.3,0.13,0.23%
4/13/1960,56.3,0,0.00%
4/14/1960,56.43,0.13,0.23%
4/18/1960,56.59,0.16,0.28%
4/19/1960,56.13,-0.46,-0.81%
4/20/1960,55.44,-0.69,-1.23%
4/21/1960,55.59,0.15,0.27%
4/22/1960,55.42,-0.17,-0.31%
4/25/1960,54.86,-0.56,-1.01%
4/26/1960,55.04,0.18,0.33%
4/27/1960,55.04,0,0.00%
4/28/1960,54.56,-0.48,-0.87%
4/29/1960,54.37,-0.19,-0.35%
5/2/1960,54.13,-0.24,-0.44%
5/3/1960,54.83,0.7,1.29%
5/4/1960,55.04,0.21,0.38%
5/5/1960,54.86,-0.18,-0.33%
5/6/1960,54.75,-0.11,-0.20%
5/9/1960,54.8,0.05,0.09%
5/10/1960,54.42,-0.38,-0.69%
5/11/1960,54.57,0.15,0.28%
5/12/1960,54.85,0.28,0.51%
5/13/1960,55.3,0.45,0.82%
5/16/1960,55.25,-0.05,-0.09%
5/17/1960,55.46,0.21,0.38%
5/18/1960,55.44,-0.02,-0.04%
5/19/1960,55.68,0.24,0.43%
5/20/1960,55.73,0.05,0.09%
5/23/1960,55.76,0.03,0.05%
5/24/1960,55.7,-0.06,-0.11%
5/25/1960,55.67,-0.03,-0.05%
5/26/1960,55.71,0.04,0.07%
5/27/1960,55.74,0.03,0.05%
5/31/1960,55.83,0.09,0.16%
6/1/1960,55.89,0.06,0.11%
6/2/1960,56.13,0.24,0.43%
6/3/1960,56.23,0.1,0.18%
6/6/1960,56.89,0.66,1.17%
6/7/1960,57.43,0.54,0.95%
6/8/1960,57.89,0.46,0.80%
6/9/1960,58,0.11,0.19%
6/10/1960,57.97,-0.03,-0.05%
6/13/1960,57.99,0.02,0.03%
6/14/1960,57.91,-0.08,-0.14%
6/15/1960,57.57,-0.34,-0.59%
6/16/1960,57.5,-0.07,-0.12%
6/17/1960,57.44,-0.06,-0.10%
6/20/1960,57.16,-0.28,-0.49%
6/21/1960,57.11,-0.05,-0.09%
6/22/1960,57.28,0.17,0.30%
6/23/1960,57.59,0.31,0.54%
6/24/1960,57.68,0.09,0.16%
6/27/1960,57.33,-0.35,-0.61%
6/28/1960,56.94,-0.39,-0.68%
6/29/1960,56.94,0,0.00%
6/30/1960,56.92,-0.02,-0.04%
7/1/1960,57.06,0.14,0.25%
7/5/1960,57.02,-0.04,-0.07%
7/6/1960,56.94,-0.08,-0.14%
7/7/1960,57.24,0.3,0.53%
7/8/1960,57.38,0.14,0.24%
7/11/1960,56.87,-0.51,-0.89%
7/12/1960,56.25,-0.62,-1.09%
7/13/1960,56.1,-0.15,-0.27%
7/14/1960,56.12,0.02,0.04%
7/15/1960,56.05,-0.07,-0.12%
7/18/1960,55.7,-0.35,-0.62%
7/19/1960,55.7,0,0.00%
7/20/1960,55.61,-0.09,-0.16%
7/21/1960,55.1,-0.51,-0.92%
7/22/1960,54.72,-0.38,-0.69%
7/25/1960,54.18,-0.54,-0.99%
7/26/1960,54.51,0.33,0.61%
7/27/1960,54.17,-0.34,-0.62%
7/28/1960,54.57,0.4,0.74%
7/29/1960,55.51,0.94,1.72%
8/1/1960,55.53,0.02,0.04%
8/2/1960,55.04,-0.49,-0.88%
8/3/1960,54.72,-0.32,-0.58%
8/4/1960,54.89,0.17,0.31%
8/5/1960,55.44,0.55,1.00%
8/8/1960,55.52,0.08,0.14%
8/9/1960,55.84,0.32,0.58%
8/10/1960,56.07,0.23,0.41%
8/11/1960,56.28,0.21,0.37%
8/12/1960,56.66,0.38,0.68%
8/15/1960,56.61,-0.05,-0.09%
8/16/1960,56.72,0.11,0.19%
8/17/1960,56.84,0.12,0.21%
8/18/1960,56.81,-0.03,-0.05%
8/19/1960,57.01,0.2,0.35%
8/22/1960,57.19,0.18,0.32%
8/23/1960,57.75,0.56,0.98%
8/24/1960,58.07,0.32,0.55%
8/25/1960,57.79,-0.28,-0.48%
8/26/1960,57.6,-0.19,-0.33%
8/29/1960,57.44,-0.16,-0.28%
8/30/1960,56.84,-0.6,-1.04%
8/31/1960,56.96,0.12,0.21%
9/1/1960,57.09,0.13,0.23%
9/2/1960,57,-0.09,-0.16%
9/6/1960,56.49,-0.51,-0.89%
9/7/1960,55.79,-0.7,-1.24%
9/8/1960,55.74,-0.05,-0.09%
9/9/1960,56.11,0.37,0.66%
9/12/1960,55.72,-0.39,-0.70%
9/13/1960,55.83,0.11,0.20%
9/14/1960,55.44,-0.39,-0.70%
9/15/1960,55.22,-0.22,-0.40%
9/16/1960,55.11,-0.11,-0.20%
9/19/1960,53.86,-1.25,-2.27%
9/20/1960,54.01,0.15,0.28%
9/21/1960,54.57,0.56,1.04%
9/22/1960,54.36,-0.21,-0.38%
9/23/1960,53.9,-0.46,-0.85%
9/26/1960,53.06,-0.84,-1.56%
9/27/1960,52.94,-0.12,-0.23%
9/28/1960,52.48,-0.46,-0.87%
9/29/1960,52.62,0.14,0.27%
9/30/1960,53.52,0.9,1.71%
10/3/1960,53.36,-0.16,-0.30%
10/4/1960,52.99,-0.37,-0.69%
10/5/1960,53.39,0.4,0.75%
10/6/1960,53.72,0.33,0.62%
10/7/1960,54.03,0.31,0.58%
10/10/1960,54.14,0.11,0.20%
10/11/1960,54.22,0.08,0.15%
10/12/1960,54.15,-0.07,-0.13%
10/13/1960,54.57,0.42,0.78%
10/14/1960,54.86,0.29,0.53%
10/17/1960,54.63,-0.23,-0.42%
10/18/1960,54.35,-0.28,-0.51%
10/19/1960,54.25,-0.1,-0.18%
10/20/1960,53.86,-0.39,-0.72%
10/21/1960,53.72,-0.14,-0.26%
10/24/1960,52.7,-1.02,-1.90%
10/25/1960,52.2,-0.5,-0.95%
10/26/1960,53.05,0.85,1.63%
10/27/1960,53.62,0.57,1.07%
10/28/1960,53.41,-0.21,-0.39%
10/31/1960,53.39,-0.02,-0.04%
11/1/1960,53.94,0.55,1.03%
11/2/1960,54.22,0.28,0.52%
11/3/1960,54.43,0.21,0.39%
11/4/1960,54.9,0.47,0.86%
11/7/1960,55.11,0.21,0.38%
11/9/1960,55.35,0.24,0.44%
11/10/1960,56.43,1.08,1.95%
11/11/1960,55.87,-0.56,-0.99%
11/14/1960,55.59,-0.28,-0.50%
11/15/1960,55.81,0.22,0.40%
11/16/1960,55.7,-0.11,-0.20%
11/17/1960,55.55,-0.15,-0.27%
11/18/1960,55.82,0.27,0.49%
11/21/1960,55.93,0.11,0.20%
11/22/1960,55.72,-0.21,-0.38%
11/23/1960,55.8,0.08,0.14%
11/25/1960,56.13,0.33,0.59%
11/28/1960,56.03,-0.1,-0.18%
11/29/1960,55.83,-0.2,-0.36%
11/30/1960,55.54,-0.29,-0.52%
12/1/1960,55.3,-0.24,-0.43%
12/2/1960,55.39,0.09,0.16%
12/5/1960,55.31,-0.08,-0.14%
12/6/1960,55.47,0.16,0.29%
12/7/1960,56.02,0.55,0.99%
12/8/1960,56.15,0.13,0.23%
12/9/1960,56.65,0.5,0.89%
12/12/1960,56.85,0.2,0.35%
12/13/1960,56.88,0.03,0.05%
12/14/1960,56.84,-0.04,-0.07%
12/15/1960,56.68,-0.16,-0.28%
12/16/1960,57.2,0.52,0.92%
12/19/1960,57.13,-0.07,-0.12%
12/20/1960,57.09,-0.04,-0.07%
12/21/1960,57.55,0.46,0.81%
12/22/1960,57.39,-0.16,-0.28%
12/23/1960,57.44,0.05,0.09%
12/27/1960,57.52,0.08,0.14%
12/28/1960,57.78,0.26,0.45%
12/29/1960,58.05,0.27,0.47%
12/30/1960,58.11,0.06,0.10%
1/3/1961,57.57,-0.54,-0.93%
1/4/1961,58.36,0.79,1.37%
1/5/1961,58.57,0.21,0.36%
1/6/1961,58.4,-0.17,-0.29%
1/9/1961,58.81,0.41,0.70%
1/10/1961,58.97,0.16,0.27%
1/11/1961,59.14,0.17,0.29%
1/12/1961,59.32,0.18,0.30%
1/13/1961,59.6,0.28,0.47%
1/16/1961,59.58,-0.02,-0.03%
1/17/1961,59.64,0.06,0.10%
1/18/1961,59.68,0.04,0.07%
1/19/1961,59.77,0.09,0.15%
1/20/1961,59.96,0.19,0.32%
1/23/1961,60.29,0.33,0.55%
1/24/1961,60.45,0.16,0.27%
1/25/1961,60.53,0.08,0.13%
1/26/1961,60.62,0.09,0.15%
1/27/1961,61.24,0.62,1.02%
1/30/1961,61.97,0.73,1.19%
1/31/1961,61.78,-0.19,-0.31%
2/1/1961,61.9,0.12,0.19%
2/2/1961,62.3,0.4,0.65%
2/3/1961,62.22,-0.08,-0.13%
2/6/1961,61.76,-0.46,-0.74%
2/7/1961,61.65,-0.11,-0.18%
2/8/1961,62.21,0.56,0.91%
2/9/1961,62.02,-0.19,-0.31%
2/10/1961,61.5,-0.52,-0.84%
2/13/1961,61.14,-0.36,-0.59%
2/14/1961,61.41,0.27,0.44%
2/15/1961,61.92,0.51,0.83%
2/16/1961,62.3,0.38,0.61%
2/17/1961,62.1,-0.2,-0.32%
2/20/1961,62.32,0.22,0.35%
2/21/1961,62.36,0.04,0.06%
2/23/1961,62.59,0.23,0.37%
2/24/1961,62.84,0.25,0.40%
2/27/1961,63.3,0.46,0.73%
2/28/1961,63.44,0.14,0.22%
3/1/1961,63.43,-0.01,-0.02%
3/2/1961,63.85,0.42,0.66%
3/3/1961,63.95,0.1,0.16%
3/6/1961,64.05,0.1,0.16%
3/7/1961,63.47,-0.58,-0.91%
3/8/1961,63.44,-0.03,-0.05%
3/9/1961,63.5,0.06,0.09%
3/10/1961,63.48,-0.02,-0.03%
3/13/1961,63.66,0.18,0.28%
3/14/1961,63.38,-0.28,-0.44%
3/15/1961,63.57,0.19,0.30%
3/16/1961,64.21,0.64,1.01%
3/17/1961,64,-0.21,-0.33%
3/20/1961,64.86,0.86,1.34%
3/21/1961,64.74,-0.12,-0.19%
3/22/1961,64.7,-0.04,-0.06%
3/23/1961,64.53,-0.17,-0.26%
3/24/1961,64.42,-0.11,-0.17%
3/27/1961,64.35,-0.07,-0.11%
3/28/1961,64.38,0.03,0.05%
3/29/1961,64.93,0.55,0.85%
3/30/1961,65.06,0.13,0.20%
4/3/1961,65.6,0.54,0.83%
4/4/1961,65.66,0.06,0.09%
4/5/1961,65.46,-0.2,-0.30%
4/6/1961,65.61,0.15,0.23%
4/7/1961,65.96,0.35,0.53%
4/10/1961,66.53,0.57,0.86%
4/11/1961,66.62,0.09,0.14%
4/12/1961,66.31,-0.31,-0.47%
4/13/1961,66.26,-0.05,-0.08%
4/14/1961,66.37,0.11,0.17%
4/17/1961,68.68,2.31,3.48%
4/18/1961,66.2,-2.48,-3.61%
4/19/1961,65.81,-0.39,-0.59%
4/20/1961,65.82,0.01,0.02%
4/21/1961,65.77,-0.05,-0.08%
4/24/1961,64.4,-1.37,-2.08%
4/25/1961,65.3,0.9,1.40%
4/26/1961,65.55,0.25,0.38%
4/27/1961,65.46,-0.09,-0.14%
4/28/1961,65.31,-0.15,-0.23%
5/1/1961,65.17,-0.14,-0.21%
5/2/1961,65.64,0.47,0.72%
5/3/1961,66.18,0.54,0.82%
5/4/1961,66.44,0.26,0.39%
5/5/1961,66.52,0.08,0.12%
5/8/1961,66.41,-0.11,-0.17%
5/9/1961,66.47,0.06,0.09%
5/10/1961,66.41,-0.06,-0.09%
5/11/1961,66.39,-0.02,-0.03%
5/12/1961,66.5,0.11,0.17%
5/15/1961,66.83,0.33,0.50%
5/16/1961,67.08,0.25,0.37%
5/17/1961,67.39,0.31,0.46%
5/18/1961,66.99,-0.4,-0.59%
5/19/1961,67.27,0.28,0.42%
5/22/1961,66.85,-0.42,-0.62%
5/23/1961,66.68,-0.17,-0.25%
5/24/1961,66.26,-0.42,-0.63%
5/25/1961,66.01,-0.25,-0.38%
5/26/1961,66.43,0.42,0.64%
5/31/1961,66.56,0.13,0.20%
6/1/1961,66.56,0,0.00%
6/2/1961,66.73,0.17,0.26%
6/5/1961,67.08,0.35,0.52%
6/6/1961,66.89,-0.19,-0.28%
6/7/1961,65.64,-1.25,-1.87%
6/8/1961,66.67,1.03,1.57%
6/9/1961,66.66,-0.01,-0.01%
6/12/1961,66.15,-0.51,-0.77%
6/13/1961,65.8,-0.35,-0.53%
6/14/1961,65.98,0.18,0.27%
6/15/1961,65.69,-0.29,-0.44%
6/16/1961,65.18,-0.51,-0.78%
6/19/1961,64.58,-0.6,-0.92%
6/20/1961,65.15,0.57,0.88%
6/21/1961,65.14,-0.01,-0.02%
6/22/1961,64.9,-0.24,-0.37%
6/23/1961,65.16,0.26,0.40%
6/26/1961,64.47,-0.69,-1.06%
6/27/1961,64.47,0,0.00%
6/28/1961,64.59,0.12,0.19%
6/29/1961,64.52,-0.07,-0.11%
6/30/1961,64.64,0.12,0.19%
7/3/1961,65.21,0.57,0.88%
7/5/1961,65.63,0.42,0.64%
7/6/1961,65.81,0.18,0.27%
7/7/1961,65.77,-0.04,-0.06%
7/10/1961,65.71,-0.06,-0.09%
7/11/1961,65.69,-0.02,-0.03%
7/12/1961,65.32,-0.37,-0.56%
7/13/1961,64.86,-0.46,-0.70%
7/14/1961,65.28,0.42,0.65%
7/17/1961,64.79,-0.49,-0.75%
7/18/1961,64.41,-0.38,-0.59%
7/19/1961,64.7,0.29,0.45%
7/20/1961,64.71,0.01,0.02%
7/21/1961,64.86,0.15,0.23%
7/24/1961,64.87,0.01,0.02%
7/25/1961,65.23,0.36,0.55%
7/26/1961,65.84,0.61,0.94%
7/27/1961,66.61,0.77,1.17%
7/28/1961,66.71,0.1,0.15%
7/31/1961,66.76,0.05,0.07%
8/1/1961,67.37,0.61,0.91%
8/2/1961,66.94,-0.43,-0.64%
8/3/1961,67.29,0.35,0.52%
8/4/1961,67.68,0.39,0.58%
8/7/1961,67.67,-0.01,-0.01%
8/8/1961,67.82,0.15,0.22%
8/9/1961,67.74,-0.08,-0.12%
8/10/1961,67.95,0.21,0.31%
8/11/1961,68.06,0.11,0.16%
8/14/1961,67.72,-0.34,-0.50%
8/15/1961,67.55,-0.17,-0.25%
8/16/1961,67.73,0.18,0.27%
8/17/1961,68.11,0.38,0.56%
8/18/1961,68.29,0.18,0.26%
8/21/1961,68.43,0.14,0.21%
8/22/1961,68.44,0.01,0.01%
8/23/1961,67.98,-0.46,-0.67%
8/24/1961,67.59,-0.39,-0.57%
8/25/1961,67.67,0.08,0.12%
8/28/1961,67.7,0.03,0.04%
8/29/1961,67.55,-0.15,-0.22%
8/30/1961,67.81,0.26,0.38%
8/31/1961,68.07,0.26,0.38%
9/1/1961,68.19,0.12,0.18%
9/5/1961,67.96,-0.23,-0.34%
9/6/1961,68.46,0.5,0.74%
9/7/1961,68.35,-0.11,-0.16%
9/8/1961,67.88,-0.47,-0.69%
9/11/1961,67.28,-0.6,-0.88%
9/12/1961,67.96,0.68,1.01%
9/13/1961,68.01,0.05,0.07%
9/14/1961,67.53,-0.48,-0.71%
9/15/1961,67.65,0.12,0.18%
9/18/1961,67.21,-0.44,-0.65%
9/19/1961,66.08,-1.13,-1.68%
9/20/1961,66.96,0.88,1.33%
9/21/1961,66.99,0.03,0.04%
9/22/1961,66.72,-0.27,-0.40%
9/25/1961,65.77,-0.95,-1.42%
9/26/1961,65.78,0.01,0.02%
9/27/1961,66.47,0.69,1.05%
9/28/1961,66.58,0.11,0.17%
9/29/1961,66.73,0.15,0.23%
10/2/1961,66.77,0.04,0.06%
10/3/1961,66.73,-0.04,-0.06%
10/4/1961,67.18,0.45,0.67%
10/5/1961,67.77,0.59,0.88%
10/6/1961,66.97,-0.8,-1.18%
10/9/1961,67.94,0.97,1.45%
10/10/1961,68.11,0.17,0.25%
10/11/1961,68.17,0.06,0.09%
10/12/1961,68.16,-0.01,-0.01%
10/13/1961,68.04,-0.12,-0.18%
10/16/1961,67.85,-0.19,-0.28%
10/17/1961,67.87,0.02,0.03%
10/18/1961,68.21,0.34,0.50%
10/19/1961,68.45,0.24,0.35%
10/20/1961,68,-0.45,-0.66%
10/23/1961,68.06,0.06,0.09%
10/24/1961,67.98,-0.08,-0.12%
10/25/1961,68.34,0.36,0.53%
10/26/1961,68.46,0.12,0.18%
10/27/1961,68.34,-0.12,-0.18%
10/30/1961,68.42,0.08,0.12%
10/31/1961,68.62,0.2,0.29%
11/1/1961,68.73,0.11,0.16%
11/2/1961,69.11,0.38,0.55%
11/3/1961,69.47,0.36,0.52%
11/6/1961,70.01,0.54,0.78%
11/8/1961,70.87,0.86,1.23%
11/9/1961,70.77,-0.1,-0.14%
11/10/1961,71.07,0.3,0.42%
11/13/1961,71.27,0.2,0.28%
11/14/1961,71.66,0.39,0.55%
11/15/1961,71.67,0.01,0.01%
11/16/1961,71.62,-0.05,-0.07%
11/17/1961,71.62,0,0.00%
11/20/1961,71.72,0.1,0.14%
11/21/1961,71.78,0.06,0.08%
11/22/1961,71.7,-0.08,-0.11%
11/24/1961,71.84,0.14,0.20%
11/27/1961,71.85,0.01,0.01%
11/28/1961,71.75,-0.1,-0.14%
11/29/1961,71.7,-0.05,-0.07%
11/30/1961,71.32,-0.38,-0.53%
12/1/1961,71.78,0.46,0.64%
12/4/1961,72.01,0.23,0.32%
12/5/1961,71.93,-0.08,-0.11%
12/6/1961,71.99,0.06,0.08%
12/7/1961,71.7,-0.29,-0.40%
12/8/1961,72.04,0.34,0.47%
12/11/1961,72.39,0.35,0.49%
12/12/1961,72.64,0.25,0.35%
12/13/1961,72.53,-0.11,-0.15%
12/14/1961,71.98,-0.55,-0.76%
12/15/1961,72.01,0.03,0.04%
12/18/1961,71.76,-0.25,-0.35%
12/19/1961,71.26,-0.5,-0.70%
12/20/1961,71.12,-0.14,-0.20%
12/21/1961,70.86,-0.26,-0.37%
12/22/1961,70.91,0.05,0.07%
12/26/1961,71.02,0.11,0.16%
12/27/1961,71.65,0.63,0.89%
12/28/1961,71.69,0.04,0.06%
12/29/1961,71.55,-0.14,-0.20%
1/2/1962,70.96,-0.59,-0.82%
1/3/1962,71.13,0.17,0.24%
1/4/1962,70.64,-0.49,-0.69%
1/5/1962,69.66,-0.98,-1.39%
1/8/1962,69.12,-0.54,-0.78%
1/9/1962,69.15,0.03,0.04%
1/10/1962,68.96,-0.19,-0.27%
1/11/1962,69.37,0.41,0.59%
1/12/1962,69.61,0.24,0.35%
1/15/1962,69.47,-0.14,-0.20%
1/16/1962,69.07,-0.4,-0.58%
1/17/1962,68.32,-0.75,-1.09%
1/18/1962,68.39,0.07,0.10%
1/19/1962,68.75,0.36,0.53%
1/22/1962,68.81,0.06,0.09%
1/23/1962,68.29,-0.52,-0.76%
1/24/1962,68.4,0.11,0.16%
1/25/1962,68.35,-0.05,-0.07%
1/26/1962,68.13,-0.22,-0.32%
1/29/1962,67.9,-0.23,-0.34%
1/30/1962,68.17,0.27,0.40%
1/31/1962,68.84,0.67,0.98%
2/1/1962,69.26,0.42,0.61%
2/2/1962,69.81,0.55,0.79%
2/5/1962,69.88,0.07,0.10%
2/6/1962,69.96,0.08,0.11%
2/7/1962,70.42,0.46,0.66%
2/8/1962,70.58,0.16,0.23%
2/9/1962,70.48,-0.1,-0.14%
2/12/1962,70.46,-0.02,-0.03%
2/13/1962,70.45,-0.01,-0.01%
2/14/1962,70.42,-0.03,-0.04%
2/15/1962,70.74,0.32,0.45%
2/16/1962,70.59,-0.15,-0.21%
2/19/1962,70.41,-0.18,-0.25%
2/20/1962,70.66,0.25,0.36%
2/21/1962,70.32,-0.34,-0.48%
2/23/1962,70.16,-0.16,-0.23%
2/26/1962,69.76,-0.4,-0.57%
2/27/1962,69.89,0.13,0.19%
2/28/1962,69.96,0.07,0.10%
3/1/1962,70.2,0.24,0.34%
3/2/1962,70.16,-0.04,-0.06%
3/5/1962,70.01,-0.15,-0.21%
3/6/1962,69.78,-0.23,-0.33%
3/7/1962,69.69,-0.09,-0.13%
3/8/1962,70.19,0.5,0.72%
3/9/1962,70.42,0.23,0.33%
3/12/1962,70.4,-0.02,-0.03%
3/13/1962,70.6,0.2,0.28%
3/14/1962,70.91,0.31,0.44%
3/15/1962,71.06,0.15,0.21%
3/16/1962,70.94,-0.12,-0.17%
3/19/1962,70.85,-0.09,-0.13%
3/20/1962,70.66,-0.19,-0.27%
3/21/1962,70.51,-0.15,-0.21%
3/22/1962,70.4,-0.11,-0.16%
3/23/1962,70.45,0.05,0.07%
3/26/1962,69.89,-0.56,-0.79%
3/27/1962,69.7,-0.19,-0.27%
3/28/1962,70.04,0.34,0.49%
3/29/1962,70.01,-0.03,-0.04%
3/30/1962,69.55,-0.46,-0.66%
4/2/1962,69.37,-0.18,-0.26%
4/3/1962,68.81,-0.56,-0.81%
4/4/1962,68.49,-0.32,-0.47%
4/5/1962,68.91,0.42,0.61%
4/6/1962,68.84,-0.07,-0.10%
4/9/1962,68.31,-0.53,-0.77%
4/10/1962,68.56,0.25,0.37%
4/11/1962,68.41,-0.15,-0.22%
4/12/1962,67.9,-0.51,-0.75%
4/13/1962,67.9,0,0.00%
4/16/1962,67.6,-0.3,-0.44%
4/17/1962,67.9,0.3,0.44%
4/18/1962,68.27,0.37,0.54%
4/19/1962,68.59,0.32,0.47%
4/23/1962,68.53,-0.06,-0.09%
4/24/1962,68.46,-0.07,-0.10%
4/25/1962,67.71,-0.75,-1.10%
4/26/1962,67.05,-0.66,-0.97%
4/27/1962,66.3,-0.75,-1.12%
4/30/1962,65.24,-1.06,-1.60%
5/1/1962,65.7,0.46,0.71%
5/2/1962,65.99,0.29,0.44%
5/3/1962,66.53,0.54,0.82%
5/4/1962,66.24,-0.29,-0.44%
5/7/1962,66.02,-0.22,-0.33%
5/8/1962,65.17,-0.85,-1.29%
5/9/1962,64.26,-0.91,-1.40%
5/10/1962,63.57,-0.69,-1.07%
5/11/1962,62.65,-0.92,-1.45%
5/14/1962,63.1,0.45,0.72%
5/15/1962,64.29,1.19,1.89%
5/16/1962,64.27,-0.02,-0.03%
5/17/1962,63.93,-0.34,-0.53%
5/18/1962,63.82,-0.11,-0.17%
5/21/1962,63.59,-0.23,-0.36%
5/22/1962,62.34,-1.25,-1.97%
5/23/1962,61.11,-1.23,-1.97%
5/24/1962,60.62,-0.49,-0.80%
5/25/1962,59.47,-1.15,-1.90%
5/28/1962,55.5,-3.97,-6.68%
5/29/1962,58.08,2.58,4.65%
5/31/1962,59.63,1.55,2.67%
6/1/1962,59.38,-0.25,-0.42%
6/4/1962,57.27,-2.11,-3.55%
6/5/1962,57.57,0.3,0.52%
6/6/1962,58.39,0.82,1.42%
6/7/1962,58.4,0.01,0.02%
6/8/1962,58.45,0.05,0.09%
6/11/1962,57.82,-0.63,-1.08%
6/12/1962,56.34,-1.48,-2.56%
6/13/1962,55.5,-0.84,-1.49%
6/14/1962,54.33,-1.17,-2.11%
6/15/1962,55.89,1.56,2.87%
6/18/1962,55.74,-0.15,-0.27%
6/19/1962,55.54,-0.2,-0.36%
6/20/1962,54.78,-0.76,-1.37%
6/21/1962,53.59,-1.19,-2.17%
6/22/1962,52.68,-0.91,-1.70%
6/25/1962,52.45,-0.23,-0.44%
6/26/1962,52.32,-0.13,-0.25%
6/27/1962,52.6,0.28,0.54%
6/28/1962,54.41,1.81,3.44%
